Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	127116	1	OK	0.6298222	-0.4110756	-0.0231380	-0.6586391	20.949	229.374	-86.210	0.1325588	0
1	Port 2: NDI 8700340  s/n:34802401	127119	1	OK	0.6259429	-0.4142096	-0.0310986	-0.6600445	19.922	226.811	-81.774	0.1289545	0
1	Port 2: NDI 8700340  s/n:34802401	127122	1	OK	0.6253768	-0.4150361	-0.0364439	-0.6597884	19.890	224.668	-79.098	0.1354668	0
1	Port 2: NDI 8700340  s/n:34802401	127125	1	OK	0.6324380	-0.4103048	-0.0303554	-0.6563160	20.353	224.785	-80.202	0.1215343	0
1	Port 2: NDI 8700340  s/n:34802401	127128	1	OK	0.6350478	-0.4089733	-0.0300601	-0.6546385	21.230	223.940	-81.904	0.1179923	0
1	Port 2: NDI 8700340  s/n:34802401	127131	1	OK	0.6385235	-0.4074926	-0.0250086	-0.6523895	20.112	225.182	-83.687	0.1146010	0
1	Port 2: NDI 8700340  s/n:34802401	127134	1	OK	0.6355456	-0.4121713	-0.0250301	-0.6523574	18.051	225.941	-82.487	0.1082627	0
1	Port 2: NDI 8700340  s/n:34802401	127137	1	OK	0.6336079	-0.4124134	-0.0234114	-0.6541469	17.101	227.632	-83.225	0.1273396	0
1	Port 2: NDI 8700340  s/n:34802401	127140	1	OK	0.6331670	-0.4115197	-0.0216613	-0.6551961	16.083	229.234	-85.415	0.0936673	0
1	Port 2: NDI 8700340  s/n:34802401	127143	1	OK	0.6321207	-0.4101592	-0.0243605	-0.6569623	17.010	228.697	-87.764	0.0984918	0
1	Port 2: NDI 8700340  s/n:34802401	127146	1	OK	0.6319833	-0.4102358	-0.0245990	-0.6570377	17.081	227.903	-88.903	0.1143406	0
1	Port 2: NDI 8700340  s/n:34802401	127149	1	OK	0.6327935	-0.4108264	-0.0245351	-0.6558903	17.278	226.983	-89.169	0.1116927	0
1	Port 2: NDI 8700340  s/n:34802401	127152	1	OK	0.6342561	-0.4107506	-0.0220283	-0.6546127	16.959	227.130	-89.187	0.0919121	0
1	Port 2: NDI 8700340  s/n:34802401	127155	1	OK	0.6334534	-0.4100394	-0.0227625	-0.6558096	16.861	227.463	-89.447	0.1050761	0
1	Port 2: NDI 8700340  s/n:34802401	127158	1	OK	0.6336331	-0.4101260	-0.0210864	-0.6556380	16.632	228.152	-89.107	0.1110437	0
1	Port 2: NDI 8700340  s/n:34802401	127161	1	OK	0.6323620	-0.4098088	-0.0231991	-0.6569908	16.698	228.493	-89.114	0.1019487	0
1	Port 2: NDI 8700340  s/n:34802401	127164	1	OK	0.6326519	-0.4093851	-0.0245265	-0.6569276	16.282	229.022	-89.653	0.0984087	0
1	Port 2: NDI 8700340  s/n:34802401	127167	1	OK	0.6312842	-0.4097407	-0.0258269	-0.6579710	16.626	229.191	-90.039	0.1200361	0
1	Port 2: NDI 8700340  s/n:34802401	127170	1	OK	0.6293977	-0.4092712	-0.0271965	-0.6600121	16.788	229.955	-90.441	0.1138539	0
1	Port 2: NDI 8700340  s/n:34802401	127173	1	OK	0.6297359	-0.4095851	-0.0279999	-0.6594609	16.243	230.675	-90.467	0.1003115	0
1	Port 2: NDI 8700340  s/n:34802401	127176	1	OK	0.6296847	-0.4100597	-0.0289509	-0.6591737	16.105	231.167	-90.318	0.1432604	0
1	Port 2: NDI 8700340  s/n:34802401	127179	1	OK	0.6295801	-0.4099533	-0.0301347	-0.6592868	16.452	231.302	-90.607	0.1290790	0
1	Port 2: NDI 8700340  s/n:34802401	127182	1	OK	0.6293960	-0.4100228	-0.0297068	-0.6594388	16.575	231.821	-90.729	0.1051192	0
1	Port 2: NDI 8700340  s/n:34802401	127185	1	OK	0.6302221	-0.4097148	-0.0299706	-0.6588290	17.068	231.950	-90.949	0.1038079	0
