Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	12439	1	OK	0.4810231	0.5477325	0.6841500	-0.0233367	97.812	-282.309	156.295	0.3714947	0
1	Port 2: NDI 8700340  s/n:34802401	12442	1	OK	0.4807842	0.5479775	0.6841332	-0.0229976	97.701	-282.420	156.498	0.3863899	0
1	Port 2: NDI 8700340  s/n:34802401	12445	1	OK	0.4810049	0.5482918	0.6837264	-0.0229913	98.008	-282.089	156.279	0.3617289	0
1	Port 2: NDI 8700340  s/n:34802401	12448	1	OK	0.4806730	0.5483106	0.6839398	-0.0231343	97.931	-282.039	156.548	0.3573332	0
1	Port 2: NDI 8700340  s/n:34802401	12451	1	OK	0.4801789	0.5484993	0.6841161	-0.0237060	98.020	-281.764	156.729	0.3421838	0
1	Port 2: NDI 8700340  s/n:34802401	12454	1	OK	0.4804556	0.5498531	0.6828602	-0.0229319	98.005	-281.643	156.516	0.3238299	0
1	Port 2: NDI 8700340  s/n:34802401	12457	1	OK	0.4806158	0.5495423	0.6829712	-0.0237081	98.190	-281.464	156.365	0.3962604	0
1	Port 2: NDI 8700340  s/n:34802401	12460	1	OK	0.4804951	0.5496800	0.6829552	-0.0234204	98.267	-281.475	156.413	0.3318925	0
1	Port 2: NDI 8700340  s/n:34802401	12463	1	OK	0.4807118	0.5501796	0.6823782	-0.0240534	98.414	-281.048	156.360	0.3301260	0
1	Port 2: NDI 8700340  s/n:34802401	12466	1	OK	0.4803731	0.5504980	0.6823561	-0.0241616	98.703	-280.739	156.569	0.3371727	0
1	Port 2: NDI 8700340  s/n:34802401	12469	1	OK	0.4802517	0.5512894	0.6818113	-0.0239081	98.697	-280.639	156.644	0.3251238	0
1	Port 2: NDI 8700340  s/n:34802401	12472	1	OK	0.4804309	0.5501343	0.6825792	-0.0249800	98.939	-280.303	156.435	0.4102493	0
1	Port 2: NDI 8700340  s/n:34802401	12475	1	OK	0.4802349	0.5505561	0.6823634	-0.0253505	99.029	-280.026	156.494	0.3650020	0
1	Port 2: NDI 8700340  s/n:34802401	12478	1	OK	0.4802778	0.5514831	0.6815936	-0.0250950	99.291	-279.575	156.562	0.3944509	0
1	Port 2: NDI 8700340  s/n:34802401	12481	1	OK	0.4801545	0.5520270	0.6812416	-0.0250540	99.262	-279.460	156.485	0.3829625	0
1	Port 2: NDI 8700340  s/n:34802401	12484	1	OK	0.4805594	0.5517839	0.6811118	-0.0261505	99.720	-278.856	156.236	0.3527105	0
1	Port 2: NDI 8700340  s/n:34802401	12487	1	OK	0.4798674	0.5527217	0.6808472	-0.0259438	99.803	-278.496	156.649	0.3808289	0
1	Port 2: NDI 8700340  s/n:34802401	12490	1	OK	0.4787895	0.5544742	0.6802068	-0.0252526	99.718	-278.387	157.285	0.3464735	0
1	Port 2: NDI 8700340  s/n:34802401	12493	1	OK	0.4787531	0.5542634	0.6804143	-0.0249794	99.726	-278.427	157.396	0.3720073	0
1	Port 2: NDI 8700340  s/n:34802401	12496	1	OK	0.4789127	0.5547974	0.6798465	-0.0255200	99.716	-278.290	157.337	0.3746639	0
1	Port 2: NDI 8700340  s/n:34802401	12499	1	OK	0.4790441	0.5551783	0.6794550	-0.0251914	99.743	-278.126	157.298	0.3465666	0
1	Port 2: NDI 8700340  s/n:34802401	12502	1	OK	0.4791833	0.5553033	0.6792291	-0.0258716	99.706	-277.882	157.259	0.3237405	0
1	Port 2: NDI 8700340  s/n:34802401	12505	1	OK	0.4796933	0.5554566	0.6787512	-0.0256738	100.140	-277.449	156.938	0.3355188	0
1	Port 2: NDI 8700340  s/n:34802401	12508	1	OK	0.4796409	0.5553886	0.6787733	-0.0274759	100.363	-277.026	156.995	0.3415835	0
1	Port 2: NDI 8700340  s/n:34802401	12511	1	OK	0.4794512	0.5547597	0.6793616	-0.0289122	100.605	-276.606	157.121	0.3726216	0
1	Port 2: NDI 8700340  s/n:34802401	12514	1	OK	0.4797878	0.5563766	0.6778116	-0.0286389	101.029	-275.978	156.952	0.3729358	0
1	Port 2: NDI 8700340  s/n:34802401	12517	1	OK	0.4791651	0.5576303	0.6772479	-0.0280097	100.957	-275.986	157.344	0.3287583	0
1	Port 2: NDI 8700340  s/n:34802401	12520	1	OK	0.4793170	0.5590808	0.6759184	-0.0286043	101.256	-275.286	157.317	0.3313242	0
1	Port 2: NDI 8700340  s/n:34802401	12523	1	OK	0.4792384	0.5600738	0.6751558	-0.0285049	101.513	-274.829	157.282	0.3440791	0
1	Port 2: NDI 8700340  s/n:34802401	12526	1	OK	0.4789837	0.5610706	0.6744772	-0.0292401	101.855	-274.188	157.457	0.3546227	0
1	Port 2: NDI 8700340  s/n:34802401	12529	1	OK	0.4790266	0.5623016	0.6734099	-0.0294893	101.942	-273.776	157.495	0.3455041	0
1	Port 2: NDI 8700340  s/n:34802401	12532	1	OK	0.4789991	0.5621225	0.6735878	-0.0292872	102.104	-273.600	157.420	0.3696220	0
1	Port 2: NDI 8700340  s/n:34802401	12535	1	OK	0.4787639	0.5629648	0.6730210	-0.0299750	102.570	-273.079	157.463	0.3854219	0
1	Port 2: NDI 8700340  s/n:34802401	12538	1	OK	0.4787709	0.5640494	0.6721053	-0.0300189	102.853	-272.581	157.477	0.3506821	0
1	Port 2: NDI 8700340  s/n:34802401	12541	1	OK	0.4782013	0.5645871	0.6719938	-0.0314524	103.119	-272.106	157.782	0.3345971	0
1	Port 2: NDI 8700340  s/n:34802401	12544	1	OK	0.4777022	0.5640895	0.6727274	-0.0322733	103.603	-271.668	158.079	0.3833874	0
1	Port 2: NDI 8700340  s/n:34802401	12547	1	OK	0.4774064	0.5649111	0.6722331	-0.0325774	103.789	-271.300	158.126	0.3670918	0
1	Port 2: NDI 8700340  s/n:34802401	12550	1	OK	0.4770045	0.5661792	0.6715010	-0.0315317	103.834	-271.194	158.283	0.3497743	0
1	Port 2: NDI 8700340  s/n:34802401	12553	1	OK	0.4766737	0.5666275	0.6713086	-0.0325602	103.962	-270.744	158.502	0.3539784	0
1	Port 2: NDI 8700340  s/n:34802401	12556	1	OK	0.4766337	0.5681641	0.6700333	-0.0326376	104.313	-270.141	158.492	0.3522414	0
1	Port 2: NDI 8700340  s/n:34802401	12559	1	OK	0.4765642	0.5690829	0.6692498	-0.0337037	104.786	-269.492	158.471	0.3609177	0
1	Port 2: NDI 8700340  s/n:34802401	12562	1	OK	0.4760960	0.5706453	0.6682184	-0.0343618	104.960	-269.057	158.665	0.3326452	0
1	Port 2: NDI 8700340  s/n:34802401	12565	1	OK	0.4759746	0.5718983	0.6671455	-0.0360182	105.729	-267.940	158.867	0.3923776	0
1	Port 2: NDI 8700340  s/n:34802401	12568	1	OK	0.4757563	0.5737035	0.6656741	-0.0373943	106.442	-266.908	159.052	0.4147944	0
1	Port 2: NDI 8700340  s/n:34802401	12571	1	OK	0.4757411	0.5759657	0.6637007	-0.0378867	107.209	-265.899	158.902	0.4194341	0
