Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 2: NDI 8700340  s/n:34802401	878526	1	Partially Out of Volume	0.4988908	-0.5119506	-0.0943737	-0.6928984	16.868	288.892	-90.353	0.1646952	0
1	Port 2: NDI 8700340  s/n:34802401	878529	1	Partially Out of Volume	0.4981180	-0.5129455	-0.0954925	-0.6925652	16.573	287.834	-88.915	0.2043202	0
1	Port 2: NDI 8700340  s/n:34802401	878532	1	Partially Out of Volume	0.4961696	-0.5138884	-0.0944490	-0.6934074	15.809	287.871	-87.942	0.2108583	0
1	Port 2: NDI 8700340  s/n:34802401	878535	1	Partially Out of Volume	0.4956286	-0.5139510	-0.0952536	-0.6936378	16.020	287.537	-87.769	0.1936769	0
1	Port 2: NDI 8700340  s/n:34802401	878538	1	Partially Out of Volume	0.4962181	-0.5134371	-0.0944754	-0.6937033	16.637	287.466	-88.094	0.1811194	0
1	Port 2: NDI 8700340  s/n:34802401	878541	1	Partially Out of Volume	0.4991926	-0.5124270	-0.0937075	-0.6924191	17.380	287.068	-88.861	0.1851214	0
1	Port 2: NDI 8700340  s/n:34802401	878544	1	Partially Out of Volume	0.5022404	-0.5115054	-0.0903070	-0.6913475	17.502	287.461	-89.848	0.1772476	0
1	Port 2: NDI 8700340  s/n:34802401	878547	1	Partially Out of Volume	0.5031658	-0.5113591	-0.0890189	-0.6909498	17.102	288.179	-90.079	0.1980077	0
1	Port 2: NDI 8700340  s/n:34802401	878550	1	Partially Out of Volume	0.5055179	-0.5114497	-0.0856894	-0.6895855	16.332	289.054	-90.015	0.2196712	0
1	Port 2: NDI 8700340  s/n:34802401	878553	1	Partially Out of Volume	0.5090680	-0.5125301	-0.0794892	-0.6869091	16.000	289.730	-89.624	0.1947747	0
1	Port 2: NDI 8700340  s/n:34802401	878556	1	Partially Out of Volume	0.5119718	-0.5123689	-0.0757245	-0.6852947	15.452	290.215	-89.605	0.1912650	0
1	Port 2: NDI 8700340  s/n:34802401	878559	1	Partially Out of Volume	0.5137711	-0.5124876	-0.0742990	-0.6840142	15.485	290.285	-89.223	0.2001777	0
1	Port 2: NDI 8700340  s/n:34802401	878562	1	Partially Out of Volume	0.5155480	-0.5125507	-0.0714024	-0.6829376	15.254	290.765	-89.295	0.1981119	0
1	Port 2: NDI 8700340  s/n:34802401	878565	1	Partially Out of Volume	0.5167977	-0.5126084	-0.0679297	-0.6823036	15.139	291.577	-89.641	0.2221771	0
1	Port 2: NDI 8700340  s/n:34802401	878568	1	Partially Out of Volume	0.5191014	-0.5122017	-0.0672765	-0.6809236	14.645	291.921	-90.249	0.1745425	0
1	Port 2: NDI 8700340  s/n:34802401	878571	1	Partially Out of Volume	0.5246305	-0.5119114	-0.0626414	-0.6773371	14.937	291.786	-90.899	0.1775104	0
1	Port 2: NDI 8700340  s/n:34802401	878574	1	OK	0.5288130	-0.5117326	-0.0594017	-0.6745057	14.646	291.171	-91.266	0.1808894	0
1	Port 2: NDI 8700340  s/n:34802401	878577	1	OK	0.5271320	-0.5115106	-0.0595530	-0.6759751	14.303	290.843	-91.210	0.1973806	0
1	Port 2: NDI 8700340  s/n:34802401	878580	1	OK	0.5287969	-0.5118790	-0.0577780	-0.6745483	14.318	289.862	-90.877	0.1847613	0
1	Port 2: NDI 8700340  s/n:34802401	878583	1	OK	0.5295564	-0.5128330	-0.0570350	-0.6732899	14.755	288.436	-90.362	0.1734531	0
1	Port 2: NDI 8700340  s/n:34802401	878586	1	OK	0.5293099	-0.5133212	-0.0595698	-0.6728922	16.081	286.501	-90.205	0.2129482	0
1	Port 2: NDI 8700340  s/n:34802401	878589	1	OK	0.5299328	-0.5133665	-0.0592845	-0.6723922	17.153	285.178	-90.459	0.2125078	0
1	Port 2: NDI 8700340  s/n:34802401	878592	1	OK	0.5310486	-0.5141807	-0.0608814	-0.6707451	18.060	283.234	-89.950	0.1900449	0
1	Port 2: NDI 8700340  s/n:34802401	878595	1	OK	0.5324588	-0.5144021	-0.0643851	-0.6691283	20.614	279.823	-89.708	0.2088269	0
1	Port 2: NDI 8700340  s/n:34802401	878598	1	OK	0.5333274	-0.5145593	-0.0669450	-0.6680636	22.541	276.901	-89.785	0.1801903	0
1	Port 2: NDI 8700340  s/n:34802401	878601	1	OK	0.5328016	-0.5147706	-0.0713639	-0.6678630	25.318	273.546	-89.795	0.2195934	0
1	Port 2: NDI 8700340  s/n:34802401	878604	1	OK	0.5340066	-0.5158929	-0.0734958	-0.6658002	27.784	270.665	-89.499	0.1714038	0
1	Port 2: NDI 8700340  s/n:34802401	878607	1	OK	0.5340572	-0.5163944	-0.0788511	-0.6647573	30.989	267.461	-89.611	0.2139407	0
1	Port 2: NDI 8700340  s/n:34802401	878610	1	OK	0.5346926	-0.5161409	-0.0815734	-0.6641146	34.122	265.190	-90.256	0.1988234	0
1	Port 2: NDI 8700340  s/n:34802401	878613	1	OK	0.5363187	-0.5158257	-0.0848791	-0.6626324	37.750	263.183	-90.620	0.2275368	0
1	Port 2: NDI 8700340  s/n:34802401	878616	1	OK	0.5363012	-0.5147989	-0.0886771	-0.6629476	41.719	262.125	-90.881	0.2493201	0
1	Port 2: NDI 8700340  s/n:34802401	878619	1	OK	0.5383274	-0.5142514	-0.0890597	-0.6616778	44.640	262.409	-91.236	0.1931703	0
1	Port 2: NDI 8700340  s/n:34802401	878622	1	OK	0.5378225	-0.5128709	-0.0897618	-0.6630635	47.466	263.524	-92.471	0.1863072	0
1	Port 2: NDI 8700340  s/n:34802401	878625	1	OK	0.5363394	-0.5114402	-0.0918050	-0.6650870	49.141	265.472	-94.050	0.2290359	0
1	Port 2: NDI 8700340  s/n:34802401	878628	1	OK	0.5349368	-0.5106092	-0.0923547	-0.6667769	50.352	267.922	-95.393	0.2504734	0
1	Port 2: NDI 8700340  s/n:34802401	878631	1	OK	0.5341735	-0.5102726	-0.0913251	-0.6677876	49.975	271.134	-96.360	0.1928589	0
1	Port 2: NDI 8700340  s/n:34802401	878634	1	OK	0.5298769	-0.5101847	-0.0915072	-0.6712440	49.665	274.189	-96.530	0.2372492	0
1	Port 2: NDI 8700340  s/n:34802401	878637	1	OK	0.5287223	-0.5106812	-0.0901170	-0.6719646	47.360	277.468	-96.298	0.2299252	0
1	Port 2: NDI 8700340  s/n:34802401	878640	1	OK	0.5269110	-0.5106843	-0.0872405	-0.6737621	45.210	280.460	-96.532	0.2060231	0
1	Port 2: NDI 8700340  s/n:34802401	878643	1	Partially Out of Volume	0.5237883	-0.5111850	-0.0861720	-0.6759512	41.701	283.540	-96.325	0.2128264	0
1	Port 2: NDI 8700340  s/n:34802401	878646	1	Partially Out of Volume	0.5212022	-0.5127853	-0.0832621	-0.6771019	37.652	286.313	-95.281	0.2018460	0
1	Port 2: NDI 8700340  s/n:34802401	878649	1	Partially Out of Volume	0.5169770	-0.5146935	-0.0808955	-0.6791770	33.610	288.572	-93.808	0.2334816	0
1	Port 2: NDI 8700340  s/n:34802401	878652	1	Partially Out of Volume	0.5140257	-0.5160065	-0.0803834	-0.6804802	29.872	289.630	-92.639	0.2261591	0
1	Port 2: NDI 8700340  s/n:34802401	878655	1	Partially Out of Volume	0.5131555	-0.5165194	-0.0802889	-0.6807590	27.473	289.085	-92.474	0.2017831	0
1	Port 2: NDI 8700340  s/n:34802401	878658	1	Partially Out of Volume	0.5138350	-0.5161993	-0.0812682	-0.6803730	26.185	287.481	-92.730	0.1762083	0
1	Port 2: NDI 8700340  s/n:34802401	878661	1	Partially Out of Volume	0.5128510	-0.5161814	-0.0830745	-0.6809106	26.097	285.412	-92.979	0.1923850	0
1	Port 2: NDI 8700340  s/n:34802401	878664	1	OK	0.5133277	-0.5160151	-0.0852760	-0.6804051	27.766	282.896	-93.116	0.2173655	0
1	Port 2: NDI 8700340  s/n:34802401	878667	1	OK	0.5133964	-0.5161468	-0.0879011	-0.6799192	29.992	280.633	-92.874	0.2111744	0
1	Port 2: NDI 8700340  s/n:34802401	878670	1	OK	0.5141686	-0.5160795	-0.0915235	-0.6789080	32.767	278.332	-92.765	0.2201715	0
1	Port 2: NDI 8700340  s/n:34802401	878673	1	OK	0.5160941	-0.5155187	-0.0940905	-0.6775207	36.418	275.902	-92.954	0.2103758	0
1	Port 2: NDI 8700340  s/n:34802401	878676	1	OK	0.5185111	-0.5151338	-0.0978169	-0.6754371	40.669	273.341	-92.897	0.1845618	0
1	Port 2: NDI 8700340  s/n:34802401	878679	1	OK	0.5195658	-0.5140276	-0.1010706	-0.6749901	44.880	271.645	-93.323	0.2310196	0
1	Port 2: NDI 8700340  s/n:34802401	878682	1	OK	0.5204225	-0.5128960	-0.1032009	-0.6748687	48.255	271.012	-94.545	0.2424548	0
1	Port 2: NDI 8700340  s/n:34802401	878685	1	OK	0.5209791	-0.5112743	-0.1054667	-0.6753193	51.032	271.225	-96.366	0.2076293	0
1	Port 2: NDI 8700340  s/n:34802401	878688	1	OK	0.5189784	-0.5098225	-0.1075419	-0.6776261	52.753	272.710	-98.045	0.2288477	0
1	Port 2: NDI 8700340  s/n:34802401	878691	1	Partially Out of Volume	0.5176585	-0.5091378	-0.1084170	-0.6790097	53.579	274.812	-98.874	0.2591543	0
1	Port 2: NDI 8700340  s/n:34802401	878694	1	Partially Out of Volume	0.5171104	-0.5087731	-0.1059304	-0.6800923	52.826	277.937	-99.568	0.2500820	0
